parent,made_sla,caused_by,watch_list,upon_reject,sys_updated_on,child_incidents,hold_reason,origin_table,task_effective_number,approval_history,number,resolved_by,sys_updated_by,opened_by,user_input,sys_created_on,sys_domain,state,route_reason,sys_created_by,knowledge,order,calendar_stc,closed_at,cmdb_ci,delivery_plan,contract,impact,active,work_notes_list,business_service,business_impact,priority,sys_domain_path,rfc,time_worked,expected_start,opened_at,business_duration,group_list,work_end,caller_id,reopened_time,resolved_at,approval_set,subcategory,work_notes,universal_request,short_description,close_code,correlation_display,delivery_task,work_start,assignment_group,additional_assignee_list,business_stc,cause,description,origin_id,calendar_duration,close_notes,notify,service_offering,sys_class_name,closed_by,follow_up,parent_incident,sys_id,contact_type,reopened_by,incident_state,urgency,problem_id,company,reassignment_count,activity_due,assigned_to,severity,comments,approval,sla_due,comments_and_work_notes,due_date,sys_mod_count,reopen_count,sys_tags,escalation,upon_approval,correlation_id,location,category
,false,,,,2023-10-09 20:15:35,,,,INC0000026,,INC0000026,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/6816f79cc0a8016401c5a33be04be441', 'value': '6816f79cc0a8016401c5a33be04be441'}",admin,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/5137153cc611227c000bbd1bd8cd2006', 'value': '5137153cc611227c000bbd1bd8cd2006'}",,2023-07-22 23:56:03,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user_group/global', 'value': 'global'}",7,,don.goodliffe,false,,9316873,2023-06-25 23:56:53,,,,3,false,,,,5,/,,,,2023-06-23 23:54:59,1970-01-26 21:01:13,,,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/5137153cc611227c000bbd1bd8cd2006', 'value': '5137153cc611227c000bbd1bd8cd2006'}",,2023-10-09 19:56:12,,,,,Seem to have an issue with my hard drive...,Closed/Resolved by Caller,,,,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user_group/8a5055c9c61122780043563ef53438e3', 'value': '8a5055c9c61122780043563ef53438e3'}",,2235673,,Hard drive has been making a loud grinding noise for the last two days.,,1970-04-18 20:01:13,"Closed before close notes were made mandatory
		",1,,incident,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/9ee1b13dc6112271007f9d0efdb69cd0', 'value': '9ee1b13dc6112271007f9d0efdb69cd0'}",,,46f1784ba9fe19810018aa27fbb23482,phone,,7,3,,"{'link': 'https://dev216768.service-now.com/api/now/table/core_company/31bea3d53790200044e0bfc8bcbe5dec', 'value': '31bea3d53790200044e0bfc8bcbe5dec'}",2,,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/9ee1b13dc6112271007f9d0efdb69cd0', 'value': '9ee1b13dc6112271007f9d0efdb69cd0'}",3,,not requested,,,,6,,,0,,,,hardware
,false,,,,2023-10-09 20:15:31,,,,INC0000028,,INC0000028,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/6816f79cc0a8016401c5a33be04be441', 'value': '6816f79cc0a8016401c5a33be04be441'}",admin,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/5137153cc611227c000bbd1bd8cd2006', 'value': '5137153cc611227c000bbd1bd8cd2006'}",,2023-07-22 23:58:44,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user_group/global', 'value': 'global'}",7,,don.goodliffe,false,,8539092,2023-07-07 23:58:58,,,,3,false,,,,5,/,,,,2023-07-02 23:58:00,1970-01-24 12:58:12,,,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/5137153cc611227c000bbd1bd8cd2006', 'value': '5137153cc611227c000bbd1bd8cd2006'}",,2023-10-09 19:56:12,,,,,My disk is still having issues. Can't delete a file,Closed/Resolved by Caller,,,,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user_group/d625dccec0a8016700a222a0f7900d06', 'value': 'd625dccec0a8016700a222a0f7900d06'}",,2033892,,Hard drive is still making grinding and clicking noises and now I can't delete a file. I've tried to delete it 3 times.,,1970-04-09 19:58:12,"Closed before close notes were made mandatory
		",1,,incident,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/9ee1b13dc6112271007f9d0efdb69cd0', 'value': '9ee1b13dc6112271007f9d0efdb69cd0'}",,,46f3ee0ea9fe198100c5c0e53d5abe0b,phone,,7,3,,"{'link': 'https://dev216768.service-now.com/api/now/table/core_company/31bea3d53790200044e0bfc8bcbe5dec', 'value': '31bea3d53790200044e0bfc8bcbe5dec'}",2,,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/9ee1b13dc6112271007f9d0efdb69cd0', 'value': '9ee1b13dc6112271007f9d0efdb69cd0'}",3,,not requested,,,,6,,,0,,,,inquiry
,false,,,,2023-10-09 20:15:37,,,,INC0000030,,INC0000030,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/6816f79cc0a8016401c5a33be04be441', 'value': '6816f79cc0a8016401c5a33be04be441'}",admin,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/5137153cc611227c000bbd1bd8cd2006', 'value': '5137153cc611227c000bbd1bd8cd2006'}",,2023-07-23 00:02:01,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user_group/global', 'value': 'global'}",7,,don.goodliffe,false,,7242900,2023-07-18 01:02:14,,,,3,false,,,,5,/,,,,2023-07-18 00:01:12,1970-01-20 20:55:00,,,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/5137153cc611227c000bbd1bd8cd2006', 'value': '5137153cc611227c000bbd1bd8cd2006'}",,2023-10-09 19:56:12,,,,,Lost connection to the wireless network,Closed/Resolved by Caller,,,,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user_group/287ebd7da9fe198100f92cc8d1d2154e', 'value': '287ebd7da9fe198100f92cc8d1d2154e'}",,1716900,,"Can't connect to wifi. Keep getting ""unable to join network"" message.",,1970-03-25 19:55:00,"Closed before close notes were made mandatory
		",1,,incident,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/9ee1b13dc6112271007f9d0efdb69cd0', 'value': '9ee1b13dc6112271007f9d0efdb69cd0'}",,,46f6ede0a9fe198100e10154c34a0c2a,phone,,7,3,,"{'link': 'https://dev216768.service-now.com/api/now/table/core_company/31bea3d53790200044e0bfc8bcbe5dec', 'value': '31bea3d53790200044e0bfc8bcbe5dec'}",1,,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/5137153cc611227c000bbd1bd8cd2007', 'value': '5137153cc611227c000bbd1bd8cd2007'}",3,,not requested,,,,6,,,0,,,,hardware
,false,,,,2023-10-09 20:15:54,,,,INC0000032,,INC0000032,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/6816f79cc0a8016401c5a33be04be441', 'value': '6816f79cc0a8016401c5a33be04be441'}",admin,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/9ee1b13dc6112271007f9d0efdb69cd0', 'value': '9ee1b13dc6112271007f9d0efdb69cd0'}",,2023-07-23 00:20:14,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user_group/global', 'value': 'global'}",7,,don.goodliffe,false,,8624196,2023-07-02 00:35:27,,,,3,false,,,,5,/,,,,2023-07-02 00:19:36,1970-01-24 20:36:36,,,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/681ccaf9c0a8016400b98a06818d57c7', 'value': '681ccaf9c0a8016400b98a06818d57c7'}",,2023-10-09 19:56:12,,,,,EMAIL Server Down Again,Closed/Resolved by Caller,,,,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user_group/8a5055c9c61122780043563ef53438e3', 'value': '8a5055c9c61122780043563ef53438e3'}",,2061396,,Multiple employees have reported that they are unable to send/receive email.,,1970-04-10 19:36:36,"Closed before close notes were made mandatory
		",1,,incident,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/9ee1b13dc6112271007f9d0efdb69cd0', 'value': '9ee1b13dc6112271007f9d0efdb69cd0'}",,,47079b68a9fe198100a614a4c225c88d,phone,,7,3,,"{'link': 'https://dev216768.service-now.com/api/now/table/core_company/31bea3d53790200044e0bfc8bcbe5dec', 'value': '31bea3d53790200044e0bfc8bcbe5dec'}",1,,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/5137153cc611227c000bbd1bd8cd2007', 'value': '5137153cc611227c000bbd1bd8cd2007'}",3,,not requested,,,,6,,,0,,,,inquiry
,false,,,,2023-10-09 20:15:24,,,,INC0000033,,INC0000033,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/6816f79cc0a8016401c5a33be04be441', 'value': '6816f79cc0a8016401c5a33be04be441'}",admin,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/5137153cc611227c000bbd1bd8cd2007', 'value': '5137153cc611227c000bbd1bd8cd2007'}",,2023-07-23 00:23:54,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user_group/global', 'value': 'global'}",7,,don.goodliffe,false,,9149601,2023-06-26 00:24:08,,,,1,false,,,,1,/,,,,2023-06-25 22:22:52,1970-01-26 06:33:21,,,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/5137153cc611227c000bbd1bd8cd2007', 'value': '5137153cc611227c000bbd1bd8cd2007'}",,2023-10-09 19:56:13,,,,,File Server is 80% full - Needs upgrade,Closed/Resolved by Caller,,,,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user_group/8a5055c9c61122780043563ef53438e3', 'value': '8a5055c9c61122780043563ef53438e3'}",,2183601,,2tb file server has less than 400gb free.,,1970-04-16 21:33:21,"Closed before close notes were made mandatory
		",1,,incident,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/9ee1b13dc6112271007f9d0efdb69cd0', 'value': '9ee1b13dc6112271007f9d0efdb69cd0'}",,,470af5afa9fe198101b324dd773ef379,phone,,7,1,,"{'link': 'https://dev216768.service-now.com/api/now/table/core_company/31bea3d53790200044e0bfc8bcbe5dec', 'value': '31bea3d53790200044e0bfc8bcbe5dec'}",1,,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/9ee1b13dc6112271007f9d0efdb69cd0', 'value': '9ee1b13dc6112271007f9d0efdb69cd0'}",3,,not requested,,,,6,,,0,,,"{'link': 'https://dev216768.service-now.com/api/now/table/cmn_location/105cf7f3c611227501e75e08b14a38ba', 'value': '105cf7f3c611227501e75e08b14a38ba'}",inquiry
,false,,,,2023-10-09 19:53:47,,,,INC0000034,,INC0000034,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/6816f79cc0a8016401c5a33be04be441', 'value': '6816f79cc0a8016401c5a33be04be441'}",admin,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/9ee1b13dc6112271007f9d0efdb69cd0', 'value': '9ee1b13dc6112271007f9d0efdb69cd0'}",,2023-07-12 00:26:28,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user_group/global', 'value': 'global'}",7,,don.goodliffe,false,,8624792,2023-06-24 00:26:41,,,,1,false,,,,1,/,,,,2023-06-22 20:25:29,1970-01-24 20:46:32,,,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/5137153cc611227c000bbd1bd8cd2006', 'value': '5137153cc611227c000bbd1bd8cd2006'}",,2023-09-30 16:12:01,,,,,Does not look like a backup occurred last night,Solved Remotely (Permanently),,,,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user_group/8a4dde73c6112278017a6a4baf547aa7', 'value': '8a4dde73c6112278017a6a4baf547aa7'}",,2061992,,Last automated backup occurred two nights ago. Did we change automated backup schedule?,,1970-04-10 19:46:32,asdasdasdsad,1,,incident,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/9ee1b13dc6112271007f9d0efdb69cd0', 'value': '9ee1b13dc6112271007f9d0efdb69cd0'}",,,470d51a0a9fe1981006c20c825e48933,phone,,7,1,,"{'link': 'https://dev216768.service-now.com/api/now/table/core_company/31bea3d53790200044e0bfc8bcbe5dec', 'value': '31bea3d53790200044e0bfc8bcbe5dec'}",1,,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/5137153cc611227c000bbd1bd8cd2007', 'value': '5137153cc611227c000bbd1bd8cd2007'}",3,,not requested,,,,7,,,0,,,,software
,false,,,,2023-10-09 20:16:15,,,,INC0000035,,INC0000035,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/6816f79cc0a8016401c5a33be04be441', 'value': '6816f79cc0a8016401c5a33be04be441'}",admin,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/5137153cc611227c000bbd1bd8cd2007', 'value': '5137153cc611227c000bbd1bd8cd2007'}",,2023-07-23 00:33:14,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user_group/global', 'value': 'global'}",7,,david.loo,false,,7068206,2023-07-23 00:33:33,"{'link': 'https://dev216768.service-now.com/api/now/table/cmdb_ci/0c43b143c6112275019abd2b3390d1f9', 'value': '0c43b143c6112275019abd2b3390d1f9'}",,,3,false,,,,5,/,,,,2023-07-20 00:32:47,1970-01-20 19:56:13,,,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/46c5bf6ca9fe1981010713e3ac7d3384', 'value': '46c5bf6ca9fe1981010713e3ac7d3384'}",,2023-10-09 19:56:13,,,,,Reset my password,Closed/Resolved by Caller,,,,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user_group/d625dccec0a8016700a222a0f7900d06', 'value': 'd625dccec0a8016700a222a0f7900d06'}",,1713373,,Forgot password and unable to log in. Can you reset or resend my password?,,1970-03-23 19:23:26,"Closed before close notes were made mandatory
		",1,,incident,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/5137153cc611227c000bbd1bd8cd2007', 'value': '5137153cc611227c000bbd1bd8cd2007'}",,,47138238a9fe1981016e3762d1fd26d4,phone,,7,3,,"{'link': 'https://dev216768.service-now.com/api/now/table/core_company/31bea3d53790200044e0bfc8bcbe5dec', 'value': '31bea3d53790200044e0bfc8bcbe5dec'}",2,,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/46d96f57a9fe198101947a9620895886', 'value': '46d96f57a9fe198101947a9620895886'}",3,,not requested,,,,8,,,0,,,"{'link': 'https://dev216768.service-now.com/api/now/table/cmn_location/108486c7c611227500b093211aa88dcc', 'value': '108486c7c611227500b093211aa88dcc'}",inquiry
,false,,,,2023-10-09 19:57:58,,,,INC0000036,,INC0000036,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/6816f79cc0a8016401c5a33be04be441', 'value': '6816f79cc0a8016401c5a33be04be441'}",admin,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/5137153cc611227c000bbd1bd8cd2007', 'value': '5137153cc611227c000bbd1bd8cd2007'}",,2023-07-23 00:34:28,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user_group/global', 'value': 'global'}",7,,david.loo,false,,7327344,2023-07-21 00:34:21,"{'link': 'https://dev216768.service-now.com/api/now/table/cmdb_ci/14a9e27bc61122750037b90c4d34da38', 'value': '14a9e27bc61122750037b90c4d34da38'}",,,3,false,,,,5,/,,,,2023-07-17 00:33:49,1970-01-21 04:22:24,,,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/46c1293aa9fe1981000dc753e75ebeee', 'value': '46c1293aa9fe1981000dc753e75ebeee'}",,2023-10-09 19:56:13,,,,,Issue with networking,Closed/Resolved by Caller,,,,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user_group/287ebd7da9fe198100f92cc8d1d2154e', 'value': '287ebd7da9fe198100f92cc8d1d2154e'}",,1743744,,Experiencing connection issues. Unable to create connection to data source.,,1970-03-26 19:22:24,"Closed before close notes were made mandatory
		",1,,incident,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/5137153cc611227c000bbd1bd8cd2007', 'value': '5137153cc611227c000bbd1bd8cd2007'}",,,4714a2aca9fe198100ecabacf6273482,phone,,7,3,,"{'link': 'https://dev216768.service-now.com/api/now/table/core_company/31bea3d53790200044e0bfc8bcbe5dec', 'value': '31bea3d53790200044e0bfc8bcbe5dec'}",1,,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/46d96f57a9fe198101947a9620895886', 'value': '46d96f57a9fe198101947a9620895886'}",3,,not requested,,,,6,,,0,,,"{'link': 'https://dev216768.service-now.com/api/now/table/cmn_location/108752c8c611227501d4ab0e392ba97f', 'value': '108752c8c611227501d4ab0e392ba97f'}",inquiry
,false,,,,2023-10-09 19:57:55,,,,INC0000038,,INC0000038,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/6816f79cc0a8016401c5a33be04be441', 'value': '6816f79cc0a8016401c5a33be04be441'}",admin,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/5137153cc611227c000bbd1bd8cd2005', 'value': '5137153cc611227c000bbd1bd8cd2005'}",,2023-07-23 00:38:00,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user_group/global', 'value': 'global'}",7,,admin,false,,7327169,2023-07-24 00:37:14,"{'link': 'https://dev216768.service-now.com/api/now/table/cmdb_ci/46c4ca00a9fe1981015194a1a56bfc3f', 'value': '46c4ca00a9fe1981015194a1a56bfc3f'}",,,2,false,,,,4,/,,,,2023-07-17 00:36:44,1970-01-21 04:19:29,,,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/f298d2d2c611227b0106c6be7f154bc8', 'value': 'f298d2d2c611227b0106c6be7f154bc8'}",,2023-10-09 19:56:13,,,,,my PDF docs are all locked from editing,Closed/Resolved by Caller,,,,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user_group/d625dccec0a8016700a222a0f7900d06', 'value': 'd625dccec0a8016700a222a0f7900d06'}",,1743569,,Unable to edit any PDFs in Acrobat. All my PDFs are read only now. How do I unlock them?,,1970-03-26 19:19:29,"Closed before close notes were made mandatory
		",1,,incident,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/6816f79cc0a8016401c5a33be04be441', 'value': '6816f79cc0a8016401c5a33be04be441'}",,,4717dfe5a9fe198100450448b2404c16,phone,,7,3,,"{'link': 'https://dev216768.service-now.com/api/now/table/core_company/31bea3d53790200044e0bfc8bcbe5dec', 'value': '31bea3d53790200044e0bfc8bcbe5dec'}",1,,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/46d96f57a9fe198101947a9620895886', 'value': '46d96f57a9fe198101947a9620895886'}",3,,not requested,,,,5,,,3,,,"{'link': 'https://dev216768.service-now.com/api/now/table/cmn_location/105cf7f3c611227501e75e08b14a38ba', 'value': '105cf7f3c611227501e75e08b14a38ba'}",software
,false,,,,2023-10-09 20:15:59,,,,INC0000006,,INC0000006,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/6816f79cc0a8016401c5a33be04be441', 'value': '6816f79cc0a8016401c5a33be04be441'}",admin,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/5136503cc611227c0183e96598c4f706', 'value': '5136503cc611227c0183e96598c4f706'}",,2022-02-04 20:42:01,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user_group/global', 'value': 'global'}",7,,employee,false,,7937287,2023-07-23 00:36:40,,,,1,false,,,,1,/,,,,2023-07-09 23:08:05,1970-01-22 21:48:07,,,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/681ccaf9c0a8016400b98a06818d57c7', 'value': '681ccaf9c0a8016400b98a06818d57c7'}",,2023-10-09 19:56:12,,,,,Hangs when trying to print VISIO document,Closed/Resolved by Caller,,,,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user_group/8a4dde73c6112278017a6a4baf547aa7', 'value': '8a4dde73c6112278017a6a4baf547aa7'}",,1892887,,"When I try to print VISIO, my whole computer just freezes and stops working.",,1970-04-02 20:48:07,"Closed before close notes were made mandatory
		",1,,incident,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/9ee1b13dc6112271007f9d0efdb69cd0', 'value': '9ee1b13dc6112271007f9d0efdb69cd0'}",,,8d6246c7c0a80164012fb063cecd4ace,,,7,1,"{'link': 'https://dev216768.service-now.com/api/now/table/problem/46fb0230a9fe198101a23f6712475e11', 'value': '46fb0230a9fe198101a23f6712475e11'}","{'link': 'https://dev216768.service-now.com/api/now/table/core_company/31bea3d53790200044e0bfc8bcbe5dec', 'value': '31bea3d53790200044e0bfc8bcbe5dec'}",2,,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/46ca0887a9fe19810191e08e51927ebf', 'value': '46ca0887a9fe19810191e08e51927ebf'}",1,,,,,,14,,,0,,,"{'link': 'https://dev216768.service-now.com/api/now/table/cmn_location/1081761cc611227501d063fd3475a2de', 'value': '1081761cc611227501d063fd3475a2de'}",software
,false,,,,2023-10-09 20:16:02,,,,INC0000008,,INC0000008,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/6816f79cc0a8016401c5a33be04be441', 'value': '6816f79cc0a8016401c5a33be04be441'}",admin,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/681ccaf9c0a8016400b98a06818d57c7', 'value': '681ccaf9c0a8016400b98a06818d57c7'}",,2022-02-04 20:43:58,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user_group/global', 'value': 'global'}",7,,employee,false,,7246053,2023-07-22 23:08:57,,,,1,false,,,,1,/,,,,2023-07-17 23:08:39,1970-01-20 21:47:33,,,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/681ccaf9c0a8016400b98a06818d57c7', 'value': '681ccaf9c0a8016400b98a06818d57c7'}",,2023-10-09 19:56:12,,,,,Printer in my office is out of toner,Closed/Resolved by Caller,,,,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user_group/8a5055c9c61122780043563ef53438e3', 'value': '8a5055c9c61122780043563ef53438e3'}",,1720053,,Where do I find toner for the HP 950C I have?,,1970-03-25 20:47:33,"Closed before close notes were made mandatory
		",1,,incident,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/9ee1b13dc6112271007f9d0efdb69cd0', 'value': '9ee1b13dc6112271007f9d0efdb69cd0'}",,,8d641046c0a80164000bc7c0d3ed46a0,,,7,1,,"{'link': 'https://dev216768.service-now.com/api/now/table/core_company/31bea3d53790200044e0bfc8bcbe5dec', 'value': '31bea3d53790200044e0bfc8bcbe5dec'}",1,,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/681b365ec0a80164000fb0b05854a0cd', 'value': '681b365ec0a80164000fb0b05854a0cd'}",1,,,,,,19,,,0,,,"{'link': 'https://dev216768.service-now.com/api/now/table/cmn_location/1059cb53c6112275003052ce61c907e8', 'value': '1059cb53c6112275003052ce61c907e8'}",inquiry
,false,,,,2023-10-09 20:16:07,,,,INC0000001,,INC0000001,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/6816f79cc0a8016401c5a33be04be441', 'value': '6816f79cc0a8016401c5a33be04be441'}",admin,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/681ccaf9c0a8016400b98a06818d57c7', 'value': '681ccaf9c0a8016400b98a06818d57c7'}",,2022-02-07 18:24:13,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user_group/global', 'value': 'global'}",7,,pat,false,,7937181,2023-07-10 23:10:06,"{'link': 'https://dev216768.service-now.com/api/now/table/cmdb_ci/b0c4030ac0a800090152e7a4564ca36c', 'value': 'b0c4030ac0a800090152e7a4564ca36c'}",,,1,false,,,,1,/,,,,2023-07-09 23:09:51,1970-01-22 21:46:21,,,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/5137153cc611227c000bbd1bd8cd2005', 'value': '5137153cc611227c000bbd1bd8cd2005'}",,2023-10-09 19:56:12,,,,,Can't read email,Closed/Resolved by Caller,,,,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user_group/d625dccec0a8016700a222a0f7900d06', 'value': 'd625dccec0a8016700a222a0f7900d06'}",,1892781,,"User can't access email on mail.company.com.
		",,1970-04-02 20:46:21,"Closed before close notes were made mandatory
		",1,,incident,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/9ee1b13dc6112271007f9d0efdb69cd0', 'value': '9ee1b13dc6112271007f9d0efdb69cd0'}",,,9c573169c611228700193229fff72400,,,7,1,"{'link': 'https://dev216768.service-now.com/api/now/table/problem/9d3a266ac6112287004e37fb2ceb0133', 'value': '9d3a266ac6112287004e37fb2ceb0133'}",,1,,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/46b87022a9fe198101a78787e40d7547', 'value': '46b87022a9fe198101a78787e40d7547'}",1,,,,,,21,,,0,,,"{'link': 'https://dev216768.service-now.com/api/now/table/cmn_location/1083361cc611227501b682158cabf646', 'value': '1083361cc611227501b682158cabf646'}",network
,false,,,,2023-10-09 20:16:24,,,,INC0000004,,INC0000004,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/6816f79cc0a8016401c5a33be04be441', 'value': '6816f79cc0a8016401c5a33be04be441'}",admin,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/681b365ec0a80164000fb0b05854a0cd', 'value': '681b365ec0a80164000fb0b05854a0cd'}",,2022-02-07 22:34:12,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user_group/global', 'value': 'global'}",7,,pat,false,,7334822,2023-07-18 00:40:24,,,,1,false,,,,1,/,,,,2023-07-16 22:49:22,1970-01-21 06:27:02,,,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/5137153cc611227c000bbd1bd8cd2005', 'value': '5137153cc611227c000bbd1bd8cd2005'}",,2023-10-09 20:16:24,,,,,Forgot email password,Solved (Work Around),,,,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user_group/d625dccec0a8016700a222a0f7900d06', 'value': 'd625dccec0a8016700a222a0f7900d06'}",,1751222,,User forgot their email password.,,1970-03-26 21:27:02,"Walked him through settng his password, again.
		",1,,incident,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/9ee1b13dc6112271007f9d0efdb69cd0', 'value': '9ee1b13dc6112271007f9d0efdb69cd0'}",,,9d3c1197c611228701cd1d94bc32d76d,,,7,1,,,1,,"{'link': 'https://dev216768.service-now.com/api/now/table/sys_user/46c6f9efa9fe198101ddf5eed9adf6e7', 'value': '46c6f9efa9fe198101ddf5eed9adf6e7'}",1,,,,,,9,,,1,,,,inquiry
